nobel_laureate_id,laureate_full_name,known_name,author_id,author_full_name_from_authorships,pair_id,paper_id,patent_id
1029,Moungi G. Bawendi,Moungi Bawendi,https://openalex.org/A5108389294,Moungi G. Bawendi,W2166471790|US-6251303,W2166471790,US-6251303
836,Carol W. Greider,Carol W. Greider,https://openalex.org/A5041730448,Carol W. Greider,W2026856852|US-6258535,W2026856852,US-6258535
837,Jack W. Szostak,Jack W. Szostak,https://openalex.org/A5023274897,Jack W. Szostak,W2028493269|US-6258558,W2028493269,US-6258558
825,Luc Montagnier,Luc Montagnier,https://openalex.org/A5016871448,Luc Montagnier,W2124367359|US-6261799,W2124367359,US-6261799
837,Jack W. Szostak,Jack W. Szostak,https://openalex.org/A5023274897,Jack W. Szostak,W2028493269|US-6261804,W2028493269,US-6261804
836,Carol W. Greider,Carol W. Greider,https://openalex.org/A5041730448,Carol W. Greider,W2026856852|US-6261836,W2026856852,US-6261836
274,Thomas R. Cech,Thomas R. Cech,https://openalex.org/A5017573996,Thomas R. Cech,W2079378073|US-6261836,W2079378073,US-6261836
274,Thomas R. Cech,Thomas R. Cech,https://openalex.org/A5017573996,Thomas R. Cech,W1994431851|US-6261836,W1994431851,US-6261836
274,Thomas R. Cech,Thomas R. Cech,https://openalex.org/A5017573996,Thomas R. Cech,W2004561527|US-6261836,W2004561527,US-6261836
274,Thomas R. Cech,Thomas R. Cech,https://openalex.org/A5017573996,Thomas R. Cech,W1556517582|US-6261836,W1556517582,US-6261836
742,Ryoji Noyori,Ryoji Noyori,https://openalex.org/A5054350731,Ryōji Noyori,W1983586859|US-6262278,W1983586859,US-6262278
742,Ryoji Noyori,Ryoji Noyori,https://openalex.org/A5054350731,Ryōji Noyori,W2067344978|US-6262278,W2067344978,US-6262278
1048,Frederick J. Ramsdell,Fred Ramsdell,https://openalex.org/A5050752577,Fred Ramsdell,W1938523018|US-6264951,W1938523018,US-6264951
825,Luc Montagnier,Luc Montagnier,https://openalex.org/A5016871448,Luc Montagnier,W2039975091|US-6265149,W2039975091,US-6265149
907,Hiroshi Amano,Hiroshi Amano,https://openalex.org/A5048399593,Hiroshi Amano,W2121395191|US-6265726,W2121395191,US-6265726
